turn,fromRank,fromFile,toRank,toFile,timeSpent,ELO,win
8,7,1,5,2,4,1946,0
14,5,2,3,3,5,1946,0
18,5,5,4,3,7,1946,0
2,7,6,5,5,1,2134,1
10,7,1,5,2,5,2134,1
70,5,2,7,3,32,2134,1
4,7,1,5,2,2,2014,1
6,7,6,5,5,3,2014,1
10,5,2,4,0,4,2014,1
24,5,5,4,3,10,2014,1
32,4,3,2,4,10,2014,1
34,2,4,4,5,9,2014,1
36,4,5,2,6,9,2014,1
38,2,6,1,4,10,2014,1
4,7,6,5,5,2,2521,1
14,7,1,5,2,7,2521,1
24,5,2,6,4,8,2521,1
40,6,4,5,6,14,2521,1
64,5,6,6,4,22,2521,1
72,6,4,4,5,20,2521,1
80,4,5,3,3,22,2521,1
82,3,3,5,4,21,2521,1
96,5,4,3,3,27,2521,1
98,3,3,4,5,25,2521,1
120,4,5,3,3,35,2521,1
122,3,3,5,2,31,2521,1
128,5,2,4,4,33,2521,1
132,4,4,2,5,34,2521,1
136,2,5,3,3,35,2521,1
138,3,3,1,2,35,2521,1
140,1,2,3,1,35,2521,1
144,3,1,5,2,37,2521,1
148,5,2,4,0,38,2521,1
150,4,0,5,2,38,2521,1
158,5,2,4,4,41,2521,1
162,4,4,2,5,41,2521,1
164,2,5,4,4,41,2521,1
180,4,4,2,5,49,2521,1
2,7,6,5,5,1,2010,0
16,7,1,5,2,8,2010,0
18,5,2,6,4,5,2010,0
24,5,5,4,7,11,2010,0
32,4,7,5,5,10,2010,0
34,6,4,7,2,12,2010,0
36,5,5,3,4,10,2010,0
52,7,2,6,4,17,2010,0
8,7,6,5,5,4,2039,0
16,7,1,5,2,8,2039,0
18,5,2,4,4,5,2039,0
32,5,5,4,3,14,2039,0
44,4,4,2,3,17,2039,0
46,2,3,4,4,12,2039,0
48,4,4,5,6,12,2039,0
52,4,3,3,1,18,2039,0
54,5,6,4,4,15,2039,0
70,4,4,2,5,21,2039,0
6,7,6,5,5,3,1885,0
10,5,5,6,3,3,1885,0
22,7,1,5,0,11,1885,0
28,5,0,7,1,8,1885,0
30,7,1,5,2,8,1885,0
36,5,2,4,0,10,1885,0
40,4,0,3,2,11,1885,0
44,6,3,7,5,19,1885,0
46,3,2,2,4,13,1885,0
56,7,5,6,3,17,1885,0
58,6,3,4,2,15,1885,0
8,7,1,5,2,4,1720,0
12,7,6,5,7,6,1720,0
16,5,7,4,5,5,1720,0
20,4,5,3,3,6,1720,0
22,5,2,3,3,9,1720,0
28,3,3,2,5,9,1720,0
12,7,1,5,2,6,2009,0
18,5,2,4,4,6,2009,0
22,7,6,5,5,11,2009,0
24,5,5,3,6,6,2009,0
26,3,6,2,4,7,2009,0
28,2,4,0,5,7,2009,0
6,7,6,5,5,3,2129,1
8,5,5,6,3,2,2129,1
12,7,1,5,2,6,2129,1
20,5,2,4,0,7,2129,1
22,6,3,4,2,9,2129,1
24,4,0,5,2,7,2129,1
32,5,2,4,0,10,2129,1
38,4,0,3,2,11,2129,1
4,7,1,5,2,2,1999,1
6,7,6,5,5,3,1999,1
10,5,2,4,0,4,1999,1
16,5,5,4,3,6,1999,1
18,4,0,5,2,6,1999,1
20,4,3,2,2,6,1999,1
40,5,2,7,3,15,1999,1
46,7,3,5,4,13,1999,1
60,5,4,3,5,18,1999,1
62,3,5,4,3,16,1999,1
64,4,3,6,4,16,1999,1
4,7,1,5,2,2,2037,0
12,7,6,5,5,6,2037,0
16,5,2,4,4,7,2037,0
28,4,4,6,3,10,2037,0
34,6,3,5,5,10,2037,0
12,7,6,5,5,6,2357,1
4,7,1,5,2,2,2030,1
14,7,6,5,5,7,2030,1
4,7,6,5,5,2,1662,0
12,7,1,5,2,6,1662,0
18,5,2,3,1,6,1662,0
22,5,5,3,4,10,1662,0
24,3,1,2,3,7,1662,0
26,2,3,1,5,7,1662,0
28,1,5,0,7,7,1662,0
6,7,1,5,2,3,2011,0
14,7,6,5,5,7,2011,0
32,5,2,6,4,14,2011,0
6,7,6,6,4,3,2041,1
8,7,1,6,3,4,2041,1
14,6,4,5,6,5,2041,1
30,5,6,7,5,11,2041,1
46,6,3,4,2,21,2041,1
60,4,2,5,4,18,2041,1
64,7,5,5,6,24,2041,1
66,5,6,3,5,17,2041,1
80,5,4,4,6,25,2041,1
88,4,6,2,5,24,2041,1
90,2,5,0,4,23,2041,1
4,7,1,5,2,2,2138,0
6,7,6,5,5,3,2138,0
20,5,2,6,4,9,2138,0
22,6,4,5,6,6,2138,0
34,5,6,4,4,11,2138,0
36,4,4,2,5,9,2138,0
40,5,5,4,3,18,2138,0
42,4,3,2,4,11,2138,0
4,7,6,5,5,2,2001,1
14,7,1,5,2,7,2001,1
20,5,2,3,1,6,2001,1
26,3,1,5,2,8,2001,1
30,5,5,6,3,14,2001,1
32,6,3,5,1,8,2001,1
8,7,6,6,4,4,2043,1
12,6,4,5,6,4,2043,1
20,7,1,6,3,10,2043,1
38,5,6,7,5,16,2043,1
42,6,3,5,1,16,2043,1
44,5,1,4,3,11,2043,1
50,7,5,6,3,15,2043,1
52,6,3,5,1,13,2043,1
54,5,1,4,3,14,2043,1
104,4,3,6,2,38,2043,1
12,7,6,5,5,6,2349,1
6,7,1,5,2,3,1997,1
14,7,6,5,5,7,1997,1
28,5,5,4,7,10,1997,1
10,7,1,5,2,5,1999,1
12,7,6,5,5,6,1999,1
26,5,2,4,4,10,1999,1
32,4,4,2,3,9,1999,1
6,7,6,5,5,3,2045,1
10,7,1,5,2,5,2045,1
32,5,2,7,1,13,2045,1
54,7,1,6,3,19,2045,1
72,5,5,3,4,34,2045,1
74,3,4,5,5,19,2045,1
4,7,1,5,2,2,2013,0
6,5,2,3,1,2,2013,0
8,7,6,5,5,4,2013,0
20,3,1,5,0,8,2013,0
26,5,0,4,2,8,2013,0
30,4,2,2,3,8,2013,0
2,7,1,5,2,1,1891,0
8,7,6,5,5,4,1891,0
16,5,5,6,3,6,1891,0
28,6,3,7,5,10,1891,0
32,5,2,7,1,15,1891,0
36,7,5,6,7,11,1891,0
50,7,1,6,3,17,1891,0
52,6,3,5,5,13,1891,0
62,5,5,3,4,18,1891,0
6,7,6,6,4,3,2030,1
10,7,1,6,3,5,2030,1
16,6,4,5,6,6,2030,1
38,6,3,5,5,16,2030,1
40,5,6,7,5,16,2030,1
42,7,5,6,7,11,2030,1
50,6,7,4,6,14,2030,1
58,4,6,2,7,16,2030,1
62,5,5,3,6,21,2030,1
64,3,6,1,5,16,2030,1
4,7,6,5,5,2,2029,0
6,7,1,5,2,3,2029,0
48,5,2,4,4,22,2029,0
68,5,5,3,6,33,2029,0
6,7,6,5,5,3,2013,1
16,7,1,6,3,8,2013,1
42,6,3,7,5,17,2013,1
76,7,5,5,6,27,2013,1
78,5,6,6,4,20,2013,1
80,6,4,5,2,20,2013,1
84,5,2,7,3,22,2013,1
4,7,6,5,5,2,2057,1
18,5,5,6,3,8,2057,1
28,7,1,6,3,14,2057,1
44,6,3,4,2,17,2057,1
2,7,6,5,5,1,2119,1
16,7,1,6,3,8,2119,1
24,6,3,4,4,8,2119,1
28,5,5,3,6,13,2119,1
6,7,6,5,5,3,2131,0
8,7,1,5,2,4,2131,0
10,5,5,3,4,3,2131,0
14,3,4,1,5,4,2131,0
16,1,5,0,7,4,2131,0
22,0,7,2,6,7,2131,0
42,5,2,4,4,19,2131,0
8,7,6,5,5,4,1667,0
20,7,1,5,2,10,1667,0
26,5,2,4,0,8,1667,0
28,4,0,2,1,7,1667,0
4,7,1,5,2,2,1877,0
8,7,6,5,5,4,1877,0
18,5,2,7,1,8,1877,0
22,7,1,6,3,6,1877,0
24,6,3,7,5,6,1877,0
26,7,5,5,6,7,1877,0
28,5,5,4,7,12,1877,0
30,4,7,3,5,8,1877,0
52,5,6,7,5,19,1877,0
56,3,5,4,3,20,1877,0
58,4,3,6,4,15,1877,0
62,7,5,5,4,18,1877,0
68,5,4,6,2,18,1877,0
74,6,2,4,1,20,1877,0
76,4,1,2,2,19,1877,0
96,6,4,4,5,33,1877,0
104,4,5,2,4,28,1877,0
8,7,6,5,5,4,2357,1
22,5,5,6,3,9,2357,1
28,6,3,4,2,8,2357,1
34,7,1,6,3,17,2357,1
36,6,3,7,5,9,2357,1
38,4,2,6,3,12,2357,1
54,7,5,6,7,18,2357,1
56,6,7,7,5,14,2357,1
4,7,6,5,5,2,1881,0
6,5,5,4,3,2,1881,0
14,7,1,5,2,7,1881,0
20,5,2,3,3,6,1881,0
24,3,3,2,1,7,1881,0
26,2,1,1,3,7,1881,0
2,7,6,5,5,1,1753,0
2,7,6,5,5,1,1753,0
12,7,1,5,0,6,1753,0
16,5,0,7,1,5,1753,0
20,7,1,6,3,6,1753,0
22,5,5,3,4,10,1753,0
34,3,4,1,3,11,1753,0
38,6,3,5,5,14,1753,0
40,5,5,3,4,10,1753,0
24,7,6,5,5,12,2356,1
38,5,5,6,3,13,2356,1
48,7,1,5,2,24,2356,1
4,7,1,5,2,2,2353,1
8,7,6,5,5,4,2353,1
26,5,2,4,4,12,2353,1
42,4,4,2,5,14,2353,1
8,7,6,5,5,4,1880,0
18,7,1,6,3,9,1880,0
20,6,3,5,1,5,1880,0
24,5,5,6,3,10,1880,0
26,5,1,7,2,8,1880,0
32,6,3,4,4,10,1880,0
38,4,4,5,6,11,1880,0
40,5,6,4,4,10,1880,0
48,4,4,5,6,14,1880,0
50,5,6,3,7,13,1880,0
62,3,7,4,5,18,1880,0
10,7,6,5,5,5,2355,1
14,7,1,5,2,7,2355,1
18,5,5,6,3,6,2355,1
22,6,3,5,5,6,2355,1
2,7,1,5,2,1,2128,0
10,7,6,6,4,5,2128,0
30,5,2,7,3,14,2128,0
36,7,3,5,4,10,2128,0
42,5,4,3,3,12,2128,0
44,6,4,7,6,19,2128,0
54,7,6,6,4,16,2128,0
2,7,6,5,5,1,1758,0
10,7,1,5,2,5,1758,0
14,5,2,4,4,4,1758,0
22,5,5,3,4,10,1758,0
4,7,1,5,2,2,2031,1
12,7,6,5,5,6,2031,1
20,5,2,3,3,9,2031,1
22,3,3,2,5,6,2031,1
30,5,5,4,7,12,2031,1
8,7,6,5,7,4,2207,1
10,7,1,5,2,5,2207,1
14,5,7,3,6,5,2207,1
16,3,6,4,4,4,2207,1
18,5,2,4,4,6,2207,1
20,4,4,5,2,6,2207,1
22,5,2,3,3,6,2207,1
32,3,3,5,2,10,2207,1
54,5,2,3,1,19,2207,1
58,3,1,1,2,15,2207,1
60,1,2,2,4,15,2207,1
6,7,1,5,2,3,2186,1
10,5,2,4,4,3,2186,1
20,7,6,5,5,10,2186,1
2,7,6,5,5,1,2337,1
10,7,1,6,3,5,2337,1
16,5,5,3,4,7,2337,1
22,6,3,4,2,8,2337,1
34,3,4,4,2,13,2337,1
36,4,2,5,4,9,2337,1
56,5,4,7,3,19,2337,1
2,7,1,5,2,1,2131,1
12,7,6,6,4,6,2131,1
24,5,2,4,0,11,2131,1
28,4,0,3,2,8,2131,1
40,6,4,5,6,17,2131,1
4,7,1,5,2,2,2186,1
6,5,2,3,1,2,2186,1
10,7,6,5,5,5,2143,0
12,5,5,4,3,3,2143,0
44,7,1,5,0,22,2143,0
54,5,0,6,2,16,2143,0
58,6,2,4,3,15,2143,0
68,4,3,3,1,31,2143,0
74,3,1,5,0,20,2143,0
78,5,0,6,2,20,2143,0
96,6,2,4,1,28,2143,0
98,4,1,2,2,25,2143,0
100,2,2,4,3,25,2143,0
102,4,3,2,2,26,2143,0
104,2,2,4,3,26,2143,0
6,7,6,5,5,3,2227,0
20,7,1,6,3,10,2227,0
24,5,5,3,4,10,2227,0
26,6,3,5,5,8,2227,0
28,3,4,1,3,8,2227,0
34,5,5,4,3,10,2227,0
12,7,6,5,5,6,2355,1
2,7,6,5,5,1,1744,0
12,7,1,5,2,6,1744,0
20,5,2,4,4,7,1744,0
4,7,1,5,2,2,2126,1
8,7,6,5,5,4,2126,1
18,5,2,7,1,8,2126,1
20,7,1,6,3,5,2126,1
26,6,3,4,4,8,2126,1
32,4,4,5,6,9,2126,1
12,7,6,5,5,6,2355,1
14,7,1,6,3,7,2355,1
16,5,5,3,4,5,2355,1
18,6,3,5,5,5,2355,1
38,5,5,7,6,14,2355,1
2,7,6,5,5,1,2353,1
10,7,1,6,3,5,2353,1
36,6,3,5,5,15,2353,1
40,5,5,4,3,19,2353,1
8,7,6,5,5,4,2355,1
10,5,5,6,3,3,2355,1
14,6,3,5,1,4,2355,1
22,5,1,4,3,7,2355,1
26,4,3,5,5,7,2355,1
28,7,1,6,3,14,2355,1
30,6,3,5,1,8,2355,1
4,7,1,5,2,2,2104,1
8,7,6,5,5,4,2104,1
16,5,2,6,4,7,2104,1
18,6,4,5,2,5,2104,1
2,7,6,5,5,1,1744,0
10,7,1,5,2,5,1744,0
20,5,5,3,6,9,1744,0
24,3,6,4,4,7,1744,0
32,5,2,4,0,13,1744,0
34,4,4,2,5,11,1744,0
38,4,0,3,2,11,1744,0
14,7,6,5,5,7,2355,1
20,5,5,3,6,6,2355,1
24,3,6,2,4,7,2355,1
8,7,6,5,5,4,2353,1
12,7,1,6,3,6,2353,1
28,5,5,3,4,12,2353,1
30,6,3,5,5,12,2353,1
40,5,5,4,3,12,2353,1
44,4,3,6,4,12,2353,1
48,6,4,5,6,13,2353,1
50,5,6,6,4,13,2353,1
52,6,4,4,3,13,2353,1
58,4,3,6,4,16,2353,1
60,6,4,4,5,15,2353,1
66,4,5,6,4,18,2353,1
6,7,6,6,4,3,2021,0
10,7,1,6,3,5,2021,0
16,6,4,5,6,6,2021,0
32,6,3,4,4,13,2021,0
34,5,6,4,4,13,2021,0
38,4,4,6,5,10,2021,0
40,6,5,4,6,10,2021,0
48,4,6,6,7,14,2021,0
50,6,7,7,5,13,2021,0
56,7,5,6,3,15,2021,0
58,6,3,5,5,15,2021,0
64,5,5,7,4,17,2021,0
72,7,4,6,2,20,2021,0
74,6,2,4,3,19,2021,0
76,4,3,2,4,19,2021,0
80,2,4,4,5,21,2021,0
82,4,5,2,6,21,2021,0
84,2,6,4,7,21,2021,0
90,4,7,3,5,24,2021,0
92,3,5,4,3,23,2021,0
114,4,3,2,2,34,2021,0
4,7,1,5,2,2,2015,1
12,5,2,3,3,5,2015,1
16,3,3,2,5,5,2015,1
18,7,6,6,4,9,2015,1
34,6,4,5,2,12,2015,1
66,5,2,3,3,24,2015,1
68,3,3,2,5,17,2015,1
70,2,5,0,6,18,2015,1
6,7,6,5,5,3,2335,1
12,7,1,5,2,6,2335,1
4,7,6,5,5,2,2021,1
14,5,5,7,6,6,2021,1
24,7,6,6,4,8,2021,1
26,7,1,6,3,13,2021,1
28,6,3,5,5,7,2021,1
32,5,5,4,3,9,2021,1
34,6,4,4,3,11,2021,1
40,4,3,6,4,11,2021,1
50,6,4,4,3,15,2021,1
72,4,3,6,4,23,2021,1
78,6,4,4,3,21,2021,1
80,4,3,2,4,20,2021,1
4,7,1,5,2,2,2015,1
6,7,6,5,5,3,2015,1
26,5,5,3,6,11,2015,1
30,3,6,2,4,8,2015,1
36,5,2,3,3,17,2015,1
6,7,6,6,4,3,2021,1
8,7,1,6,3,4,2021,1
12,6,4,5,6,4,2021,1
26,6,3,5,1,11,2021,1
30,5,1,4,3,8,2021,1
40,5,6,4,4,17,2021,1
6,7,6,5,5,3,1912,0
16,7,1,5,2,8,1912,0
30,5,5,3,4,13,1912,0
34,3,4,2,6,9,1912,0
36,2,6,0,7,9,1912,0
40,0,7,1,5,11,1912,0
42,1,5,3,4,11,1912,0
6,7,6,5,5,3,2117,1
18,7,1,6,3,9,2117,1
30,6,3,4,2,10,2117,1
32,4,2,2,3,8,2117,1
14,7,6,6,4,7,2121,0
20,7,1,5,2,10,2121,0
26,5,2,4,4,8,2121,0
40,6,4,4,3,16,2121,0
42,4,3,3,5,11,2121,0
48,3,5,4,7,13,2121,0
60,4,7,5,5,18,2121,0
64,5,5,3,4,17,2121,0
66,3,4,4,6,17,2121,0
6,7,6,5,5,3,1779,0
20,5,5,4,3,8,1779,0
22,4,3,2,2,6,1779,0
52,7,1,6,3,26,1779,0
62,6,3,4,2,18,1779,0
66,4,2,3,0,17,1779,0
70,3,0,4,2,18,1779,0
8,7,6,5,5,4,2109,1
10,7,1,5,2,5,2109,1
14,5,5,4,3,5,2109,1
16,4,3,5,1,4,2109,1
20,5,2,3,3,7,2109,1
50,5,1,3,2,21,2109,1
54,3,2,5,3,14,2109,1
84,5,3,4,5,28,2109,1
86,4,5,5,3,22,2109,1
12,7,1,6,3,6,2113,1
14,7,6,5,5,7,2113,1
26,6,3,7,5,10,2113,1
36,7,5,6,7,11,2113,1
44,5,5,4,3,18,2113,1
48,6,7,5,5,15,2113,1
52,4,3,2,4,15,2113,1
54,5,5,6,3,15,2113,1
4,7,1,5,2,2,2125,0
10,7,6,5,5,5,2125,0
14,5,5,3,4,4,2125,0
32,3,4,5,3,12,2125,0
34,5,3,4,5,9,2125,0
36,5,2,3,3,17,2125,0
40,4,5,3,3,11,2125,0
42,3,3,1,4,11,2125,0
46,1,4,2,6,12,2125,0
4,7,1,5,2,2,2104,1
14,7,6,6,4,7,2104,1
42,6,4,5,2,17,2104,1
44,5,2,3,1,11,2104,1
2,7,6,5,5,1,1746,0
36,5,5,3,4,17,1746,0
4,7,6,5,5,2,2118,1
14,7,1,5,2,7,2118,1
18,5,2,4,4,5,2118,1
52,5,5,3,6,25,2118,1
2,7,1,5,2,1,1924,0
20,7,6,6,4,10,1924,0
34,6,4,4,3,12,1924,0
12,7,6,5,5,6,2355,1
16,5,5,4,3,5,2355,1
22,4,3,5,1,7,2355,1
24,7,1,5,2,12,2355,1
36,5,2,6,4,12,2355,1
4,7,1,5,2,2,2147,0
8,7,6,5,5,4,2147,0
18,5,2,4,0,8,2147,0
30,4,0,5,2,10,2147,0
32,5,2,6,0,8,2147,0
12,7,6,5,5,6,2112,1
18,7,1,5,2,9,2112,1
20,5,2,3,1,5,2112,1
22,3,1,2,3,6,2112,1
32,5,5,7,6,13,2112,1
46,7,6,5,5,15,2112,1
6,7,6,5,5,3,2015,1
12,7,1,5,2,6,2015,1
26,5,2,3,3,10,2015,1
48,5,5,3,4,22,2015,1
4,7,1,5,2,2,2114,1
6,7,6,5,5,3,2114,1
10,5,2,3,3,4,2114,1
6,7,1,5,2,3,2346,1
4,7,1,5,2,2,2110,1
8,7,6,5,5,4,2110,1
10,5,5,3,4,3,2110,1
12,3,4,4,2,3,2110,1
16,4,2,5,4,5,2110,1
18,5,4,3,3,5,2110,1
2,7,6,5,5,1,1751,0
10,7,6,5,5,5,2114,1
16,7,1,6,3,8,2114,1
28,6,3,4,2,10,2114,1
12,7,6,5,5,6,2353,1
14,7,1,6,3,7,2353,1
16,5,5,3,4,5,2353,1
18,6,3,5,5,5,2353,1
26,5,5,6,3,8,2353,1
28,6,3,5,5,7,2353,1
36,5,5,4,3,11,2353,1
46,4,3,6,4,14,2353,1
48,6,4,4,3,12,2353,1
50,4,3,3,5,13,2353,1
4,7,1,5,2,2,2110,1
16,7,6,6,4,8,2110,1
22,6,4,5,6,7,2110,1
14,7,1,5,2,7,2131,0
16,7,6,5,5,8,2131,0
20,5,2,3,1,6,2131,0
48,5,5,6,3,20,2131,0
54,6,3,7,1,15,2131,0
64,7,1,6,3,18,2131,0
68,6,3,4,2,18,2131,0
86,4,2,3,4,26,2131,0
2,7,6,5,5,1,1920,1
42,5,5,3,4,20,1920,1
20,7,6,6,4,10,1701,0
24,7,1,5,2,12,1701,0
30,5,2,4,4,9,1701,0
32,4,4,3,6,8,1701,0
6,7,1,5,2,3,1709,0
24,5,2,3,3,10,1709,0
4,7,6,5,5,2,2530,0
10,7,1,5,2,5,2530,0
12,5,2,3,1,3,2530,0
20,5,5,6,3,9,2530,0
24,3,1,1,2,9,2530,0
26,1,2,0,0,7,2530,0
32,6,3,4,4,11,2530,0
34,4,4,6,5,9,2530,0
50,6,5,5,3,16,2530,0
54,5,3,4,1,14,2530,0
8,7,6,5,5,4,1916,1
22,7,1,5,2,11,1916,1
44,5,2,4,0,16,1916,1
50,4,0,5,2,14,1916,1
54,5,2,3,1,14,1916,1
68,3,1,2,3,20,1916,1
2,7,6,5,5,1,2350,1
18,5,5,6,3,8,2350,1
20,6,3,4,4,5,2350,1
28,7,1,5,2,14,2350,1
30,5,2,6,4,8,2350,1
2,7,6,5,5,1,1971,0
12,7,1,5,0,6,1971,0
16,5,0,4,2,5,1971,0
20,5,5,3,4,9,1971,0
26,3,4,1,5,8,1971,0
4,7,6,5,5,2,1726,0
8,7,1,5,2,4,1726,0
4,7,6,5,5,2,2093,1
6,7,1,5,2,3,2093,1
8,5,2,7,1,2,2093,1
12,7,1,6,3,4,2093,1
26,5,5,6,7,12,2093,1
38,6,7,4,6,12,2093,1
2,7,6,5,5,1,2348,1
6,7,1,6,3,3,2348,1
34,5,5,3,4,16,2348,1
42,6,3,4,4,19,2348,1
2,7,6,5,5,1,1925,0
10,7,1,6,3,5,1925,0
20,5,5,4,3,9,1925,0
22,6,3,5,5,8,1925,0
24,4,3,3,5,7,1925,0
26,5,5,4,3,7,1925,0
34,4,3,3,5,10,1925,0
70,3,5,2,7,29,1925,0
2,7,6,5,5,1,2352,1
26,5,5,6,3,12,2352,1
34,6,3,7,5,10,2352,1
36,7,1,6,3,18,2352,1
42,6,3,4,2,12,2352,1
4,7,1,5,2,2,2083,1
10,7,6,5,5,5,2083,1
22,5,2,6,4,10,2083,1
32,6,4,5,2,10,2083,1
38,5,5,6,3,16,2083,1
40,6,3,5,1,10,2083,1
44,5,1,6,3,12,2083,1
50,5,2,3,1,17,2083,1
54,6,3,4,2,16,2083,1
68,3,1,5,2,21,2083,1
72,5,2,7,1,19,2083,1
88,7,1,6,3,26,2083,1
2,7,6,5,5,1,1748,0
10,5,5,4,7,4,1748,0
12,4,7,3,5,3,1748,0
18,7,1,5,2,9,1748,0
22,5,2,3,3,6,1748,0
26,3,3,1,4,7,1748,0
8,7,6,5,5,4,1935,0
20,7,1,6,3,10,1935,0
22,5,5,4,7,9,1935,0
34,4,7,3,5,11,1935,0
36,3,5,2,3,9,1935,0
2,7,6,5,5,1,2046,0
20,7,1,6,3,10,2046,0
24,5,5,3,4,11,2046,0
28,3,4,2,2,8,2046,0
30,6,3,4,2,10,2046,0
32,4,2,3,4,8,2046,0
14,7,6,5,5,7,2475,1
16,7,1,5,2,8,2475,1
18,5,2,3,3,5,2475,1
60,5,5,6,3,26,2475,1
62,6,3,5,5,16,2475,1
82,5,5,6,3,25,2475,1
84,6,3,4,2,21,2475,1
92,4,2,6,3,25,2475,1
94,6,3,4,2,24,2475,1
116,4,2,2,1,34,2475,1
118,2,1,4,2,30,2475,1
130,4,2,3,4,35,2475,1
12,7,6,6,4,6,2073,1
34,7,1,6,3,17,2073,1
40,6,4,7,6,17,2073,1
6,7,6,5,5,3,1945,0
10,7,1,5,2,5,1945,0
22,5,2,3,3,8,1945,0
28,5,5,4,3,12,1945,0
2,7,6,5,5,1,2062,1
14,7,1,6,3,7,2062,1
22,6,3,7,1,7,2062,1
26,5,5,6,3,12,2062,1
28,6,3,4,4,7,2062,1
6,7,1,5,2,3,1957,0
14,7,6,5,5,7,1957,0
16,5,2,3,3,6,1957,0
26,5,5,3,6,9,1957,0
28,3,6,4,4,7,1957,0
30,4,4,5,2,8,1957,0
34,5,2,4,0,9,1957,0
38,4,0,5,2,10,1957,0
8,7,6,5,5,4,1959,0
20,7,1,5,2,10,1959,0
26,5,5,6,3,11,1959,0
32,6,3,5,5,9,1959,0
44,5,2,4,0,17,1959,0
48,4,0,3,2,13,1959,0
58,5,5,4,3,21,1959,0
60,4,3,5,1,15,1959,0
66,5,1,7,2,18,1959,0
72,7,2,5,3,19,1959,0
2,7,6,5,5,1,2349,1
8,7,1,6,3,4,2349,1
14,6,3,5,1,5,2349,1
16,5,5,3,4,7,2349,1
40,5,1,4,3,16,2349,1
44,4,3,2,4,12,2349,1
70,2,4,4,3,24,2349,1
2,7,6,5,5,1,2067,0
14,7,1,6,3,7,2067,0
28,6,3,7,5,10,2067,0
34,7,5,5,6,10,2067,0
40,5,5,6,3,19,2067,0
42,6,3,5,1,11,2067,0
56,5,1,3,2,17,2067,0
68,5,6,3,7,25,2067,0
18,7,6,5,5,9,2350,1
26,5,5,4,3,8,2350,1
28,7,1,6,3,14,2350,1
36,6,3,5,1,11,2350,1
38,5,1,6,3,10,2350,1
40,6,3,5,5,10,2350,1
48,5,5,6,3,14,2350,1
50,6,3,4,2,13,2350,1
52,4,2,2,1,13,2350,1
54,2,1,0,2,14,2350,1
8,7,6,5,5,4,2511,1
10,7,1,5,2,5,2511,1
18,5,2,4,4,6,2511,1
20,4,4,6,3,5,2511,1
24,6,3,4,2,7,2511,1
36,5,5,4,3,16,2511,1
46,4,2,5,0,17,2511,1
68,5,0,6,2,22,2511,1
8,7,1,5,2,4,2253,1
10,7,6,5,5,5,2253,1
44,5,2,3,3,20,2253,1
2,7,6,5,5,1,2351,1
6,7,1,6,3,3,2351,1
20,5,5,4,7,9,2351,1
24,4,7,5,5,7,2351,1
38,5,5,3,4,13,2351,1
50,3,4,4,2,15,2351,1
52,4,2,2,3,13,2351,1
2,7,1,5,2,1,2254,0
6,7,6,5,5,3,2254,0
4,7,6,5,5,2,2349,1
4,7,1,5,2,2,1762,0
8,7,6,5,5,4,1762,0
22,5,2,3,3,10,1762,0
46,3,3,1,2,17,1762,0
4,7,1,5,2,2,1958,1
8,5,2,3,3,3,1958,1
10,3,3,4,5,3,1958,1
14,4,5,5,3,4,1958,1
20,7,6,6,4,10,1958,1
24,6,4,5,6,7,1958,1
26,5,3,3,2,9,1958,1
30,5,6,3,5,9,1958,1
2,7,6,5,5,1,1910,1
4,5,5,3,4,1,1910,1
8,3,4,1,3,3,1910,1
16,7,1,6,3,8,1910,1
32,6,3,5,1,12,1910,1
34,5,1,3,2,9,1910,1
64,3,2,1,3,23,1910,1
66,1,3,3,4,31,1910,1
10,7,6,5,5,5,2346,1
14,7,1,6,3,7,2346,1
20,6,3,4,2,6,2346,1
24,4,2,5,0,7,2346,1
26,5,0,4,2,7,2346,1
42,5,5,4,3,18,2346,1
70,4,3,5,5,24,2346,1
4,7,1,5,2,2,2060,1
8,7,6,5,5,4,2060,1
14,5,5,4,3,5,2060,1
20,4,3,5,5,6,2060,1
22,5,5,4,3,6,2060,1
26,4,3,5,1,7,2060,1
6,7,6,5,5,3,2084,0
22,7,1,5,2,11,2084,0
26,5,2,3,3,7,2084,0
4,7,6,5,5,2,2003,0
16,5,5,4,7,7,2003,0
18,4,7,3,5,5,2003,0
20,3,5,1,6,5,2003,0
22,1,6,3,5,6,2003,0
30,7,1,5,0,15,2003,0
4,7,1,5,2,2,2059,0
8,7,6,5,5,4,2059,0
18,5,5,4,3,7,2059,0
20,5,2,6,4,9,2059,0
22,6,4,5,6,6,2059,0
4,7,1,5,2,2,2093,0
6,7,6,5,5,3,2093,0
12,5,2,4,0,5,2093,0
22,4,0,5,2,8,2093,0
26,5,2,7,3,7,2093,0
30,7,3,5,4,8,2093,0
32,5,4,4,2,8,2093,0
66,4,2,3,0,25,2093,0
2,7,1,5,2,1,1978,1
8,7,6,5,5,4,1978,1
36,5,2,3,1,17,1978,1
2,7,1,5,2,1,2197,1
6,7,6,5,5,3,2197,1
16,5,2,3,3,7,2197,1
46,5,5,3,4,21,2197,1
8,7,6,5,5,4,2096,0
14,7,1,6,3,7,2096,0
22,5,5,4,3,9,2096,0
28,6,3,5,5,10,2096,0
70,5,5,3,4,28,2096,0
72,3,4,4,2,18,2096,0
74,4,2,2,3,19,2096,0
8,7,6,5,5,4,2161,1
20,7,1,5,2,10,2161,1
22,5,2,3,1,6,2161,1
28,5,5,3,6,12,2161,1
